time,cell0,cell1,cell2,cell3,cell4,cell5,acc_x,acc_y,acc_z,roll,pitch,yaw,latitude,longitude,satellites,speed,rpm_bl,rpm_br,rpm_fl,rpm_fr,steering,throttle
360.5,3.329011881,3.409147241,3.75627691,3.792217649,3.019261644,2.660456443,3.296984566,2.589168538,1.368671134,2.390955075,4.929703624,-48,34,34,0,25,324,177,366,1225,1662,1283
361,3.658444811,3.288429877,2.656883857,2.454682783,3.155258108,3.636972642,0.239117421,1.414886704,2.61675051,3.086275482,0.322355605,77,34,34,1,4,304,1553,1884,1402,1755,1688
361.5,3.425321368,3.848384636,3.593109896,2.130403063,3.140999436,2.983000711,1.097056945,2.242760087,1.37646184,1.513277995,3.208509135,52,34,34,2,2,1220,816,1704,2399,1466,1719
362,2.765073126,3.208048802,3.557365248,2.828835219,2.598968662,2.783844712,2.202074316,0.618657577,0.225672629,5.027250078,4.948171191,4,34,34,0,15,1706,1893,1803,671,1889,1353
362.5,2.78699625,2.863998118,3.450964011,3.475382784,2.044181091,2.104115899,5.904471296,2.848862236,0.574216037,4.051198204,3.725096173,-19,34,34,3,19,989,2392,1334,986,1176,1584
363,3.309056313,3.393563795,3.740704436,3.185387967,3.865106411,3.534189622,3.792972059,5.076137606,1.067357617,2.229097925,1.876354751,134,34,34,1,30,986,109,1357,1012,1564,1873
363.5,3.45639176,3.950231703,3.871208181,2.003672623,2.434015471,2.214290445,5.110923527,0.564185022,1.969584851,5.76099814,3.947665068,-9,34,34,3,32,1981,1001,1467,464,1157,1458
364,2.609764794,3.383640787,3.229162817,2.670033911,2.27040991,3.472631692,1.213648378,3.650976562,1.701283073,5.449048614,5.2888544,38,34,34,0,9,853,301,1246,1867,1178,1165
364.5,2.492935866,3.746753403,2.321483503,3.264957353,2.827029521,2.213941613,3.623139674,5.31217656,4.931032968,0.32950537,5.226613254,64,34,34,1,39,1841,193,2075,2274,1264,1384
365,3.780391011,3.384014236,2.804547401,3.265528207,3.38958479,2.186283343,1.376900475,1.900067155,5.113388122,0.155148746,4.509709615,-171,34,34,0,8,644,1650,127,136,1810,1291
365.5,2.331053825,3.636581665,3.916816689,3.576095175,3.864576632,3.45489357,2.585882973,5.176588663,1.258620269,2.022920307,4.700950584,-34,34,34,2,41,1961,1916,215,1835,1470,1655
366,3.217410183,2.62654726,2.385318571,3.203317091,3.10270842,2.699261533,5.374479844,4.195223902,2.978213873,1.226997176,4.606800079,-27,34,34,0,28,787,221,249,1968,1975,1655
366.5,2.502402213,2.067487191,2.26942015,3.096119347,2.868191007,2.50376157,2.316490218,4.562787113,2.806027128,4.096522981,2.223899539,138,34,34,1,30,2195,755,2076,2080,1098,1166
367,3.853721842,3.946598047,2.219354,2.276105901,3.452607879,3.938988682,1.059381486,3.463992617,2.849872804,0.096529249,4.417649941,68,34,34,1,11,604,1963,1463,1694,1698,1604
367.5,3.849519613,3.522442074,3.815312932,2.845926634,3.11608683,2.355947031,0.689258405,2.807107104,5.083450527,0.978590135,3.946566731,-158,34,34,0,23,511,784,991,2313,1180,1734
368,2.197396714,2.420110514,3.243415543,3.5883992,2.804596655,2.270553821,5.228968926,2.794992646,5.883147811,3.176740727,4.147998149,-154,34,34,2,18,1035,799,1888,1803,1695,1819
368.5,2.295027649,3.965156004,3.014048632,2.340296455,3.301524148,3.31799162,1.971263602,4.409044326,4.184962282,0.587329725,4.349580914,-158,34,34,0,19,1511,1425,1341,1841,1609,1587
369,3.853778837,2.943452322,3.365959083,2.582885195,3.601622996,3.075250172,0.297326356,5.057750945,1.842494673,0.319960744,2.032270685,125,34,34,3,34,426,1628,186,412,1135,1179
369.5,3.711887129,3.011627548,2.523462818,2.778171638,2.957712785,2.97177008,3.438493392,0.390368693,2.925608403,4.877997254,5.680036012,-81,34,34,0,42,645,1429,1731,289,1384,1688
370,2.852656664,2.879995839,2.409213288,2.669747689,3.434698432,2.056955428,0.218673973,5.429863379,1.636426899,3.224547464,3.446163925,105,34,34,3,1,632,313,1405,463,1972,1046
370.5,3.554571403,3.08060785,2.937413785,2.261388089,2.054394177,2.38852337,3.65398451,5.640435136,1.48609237,0.241828499,3.304369538,-147,34,34,3,43,682,2308,1922,2075,1950,1012
371,3.266785136,3.203846263,2.459025894,3.34301616,3.221406019,3.306985288,2.1213209,5.676702601,4.327954758,5.21420606,2.535952315,-77,34,34,3,44,1997,451,614,2009,1704,1770
371.5,3.821301611,3.589570564,3.126145673,3.397290089,2.393018352,2.890025927,2.872067234,2.406721116,5.907332582,4.365441739,1.704916558,-177,34,34,2,25,113,1963,1657,1808,1375,1804
372,2.050220812,2.093931893,2.986371338,3.828304063,2.924107171,2.286293039,0.525313216,4.254403123,5.329841171,1.450463822,0.693308013,-27,34,34,2,4,857,2288,1956,1026,1373,1845
372.5,2.62590346,3.153265165,3.102968366,2.358141409,2.020840086,3.067524947,1.820030864,5.776634257,0.815729939,5.024338946,1.702068679,-119,34,34,0,38,1309,2345,116,1582,1407,1894
373,2.231572771,3.251699246,2.2782758,2.949349978,2.687364975,2.697938356,1.838182438,5.140906597,0.390926861,5.680504167,0.236123276,-116,34,34,3,40,1636,2062,221,1031,1730,1708
373.5,3.094620284,2.893693906,3.083370421,3.81788629,3.651218244,2.190677198,2.84877467,4.705036536,5.728576496,2.105870695,2.745085943,50,34,34,0,35,1768,1933,2398,783,1607,1301
374,2.503264739,2.656983096,3.718000859,3.877288873,3.879776171,2.071483429,0.863919624,2.522598658,3.414927227,1.312905349,1.286818994,-97,34,34,2,10,170,1585,911,1756,1119,1839
374.5,3.735043711,3.993455717,3.731046189,3.11323624,3.852375996,3.28963902,2.035685597,4.164974798,4.321200816,1.623410813,0.655083833,80,34,34,2,33,678,2223,1084,1714,1164,1189
375,3.119552208,2.010708675,2.482854783,2.508996977,2.570909477,3.404455294,3.065782172,5.204184194,0.108037779,1.496117264,0.140966753,88,34,34,3,35,1743,1429,1136,2387,1350,1787
375.5,2.456952495,3.690581764,3.502009642,2.132968358,3.402549009,3.370779939,1.904745299,1.07091004,1.466631555,4.952235785,4.387204604,-34,34,34,2,0,1480,2050,358,1139,1155,1390
376,3.81175694,2.151637125,3.230401968,3.649269396,2.200117989,2.153972882,2.409026636,1.580067931,0.029231574,4.948250787,2.276449643,-16,34,34,0,0,21,2223,2352,1617,1088,1421
376.5,2.592984331,3.807686029,2.561062266,2.527909961,3.819569983,3.661701985,4.837197157,4.89679172,0.608365867,0.585038405,2.187002389,91,34,34,0,26,276,1993,318,1416,1453,1269
377,3.977993984,3.898460672,3.825164917,3.595671701,2.586844208,2.452076114,3.700352077,0.709591006,2.632984449,5.866989089,3.90138326,-113,34,34,2,5,425,2323,946,2001,1311,1547
377.5,2.243192242,2.270558937,2.883810174,2.754172223,2.359023866,2.774909717,0.759831032,1.481244442,1.051782147,4.163346672,3.201808818,50,34,34,2,26,66,1317,1929,678,1466,1076
378,2.305761045,3.031847868,3.039153095,3.857720001,2.168606662,3.07398098,0.650492825,3.103207559,1.412656014,1.003465096,1.217233517,56,34,34,2,35,1235,510,1119,1170,1135,1830
378.5,2.352455285,3.536075767,3.618297535,2.289228334,2.664826893,2.27914974,0.362510165,1.874667937,4.314222784,4.160112968,5.706244746,-170,34,34,0,26,1691,868,690,2224,1855,1556
379,3.789817161,2.964207897,3.030369297,3.981763445,3.912420667,2.221712505,3.233609023,0.412174982,1.898864407,4.009256161,2.130862008,44,34,34,1,23,2244,488,2167,1162,1620,1642
379.5,3.273057715,2.275774027,2.411440003,3.525767538,2.351999514,2.005823622,5.260288197,0.148050033,1.268251974,2.789882329,5.806376406,151,34,34,0,38,836,359,962,2152,1615,1725
380,3.208166047,3.318476243,2.148083967,3.315092328,3.593042011,3.338260346,3.528256353,2.143999016,4.781083309,4.008815507,0.058057152,-21,34,34,1,25,1515,1866,2218,92,1750,1519
380.5,3.628612517,2.503304946,3.850976951,3.694270795,2.186774158,2.115286273,1.046113696,4.79658883,0.549919105,2.424306411,0.362723048,-178,34,34,1,20,150,163,1659,203,1756,1692
381,3.845039656,3.758086027,3.840467436,3.110192238,3.375023816,3.323456915,4.727159039,5.272629455,1.217682725,3.477599642,2.52500972,34,34,34,1,26,229,1126,651,2282,1202,1175
381.5,2.351740979,3.178677831,3.727296011,2.954555619,2.882295177,2.355222584,4.420917867,5.91057011,1.533265826,4.740789774,2.809285721,-10,34,34,3,30,897,2331,312,707,1894,1871
382,2.898486973,3.307984504,3.205480864,3.803070003,3.811400641,2.418443551,2.33273358,3.638926107,3.011967753,1.893712514,4.590244017,-105,34,34,3,20,1488,2285,993,2252,1069,1067
382.5,3.859634795,2.110510642,3.921055923,3.093631042,3.217934973,3.960425888,5.230777397,0.808321599,4.378707623,2.944623515,0.548113753,78,34,34,2,25,1812,1823,147,1838,1616,1608
383,3.80569926,2.728746194,2.890781262,3.965688449,2.256562078,2.952721147,0.953037186,2.935196144,1.187389771,4.97757229,4.659053213,75,34,34,1,6,49,858,610,532,1370,1897
383.5,2.055263292,3.681007847,3.210293664,3.040895421,2.96797282,3.16802601,0.617081238,1.457116483,1.01808706,4.031169656,3.60341142,-69,34,34,2,0,1167,2260,2314,254,1426,1155
384,2.545128434,3.564995085,3.508870445,3.094417863,3.614966068,3.128731793,5.530084712,2.612763754,4.003868698,1.10087764,3.658878399,-163,34,34,0,20,2340,476,1605,1998,1814,1776
384.5,3.129947279,2.879788851,3.249305941,3.757199087,2.224197016,2.462202624,2.130011301,4.680871585,0.760325084,5.076079887,0.940003008,-59,34,34,3,26,2203,303,1071,2387,1250,1880
385,2.122587811,2.120105479,2.782860263,2.596136246,3.514257737,3.453475426,1.227639628,0.405728236,3.813995682,1.187028636,2.998018396,104,34,34,2,38,2081,2239,1100,1124,1454,1351
385.5,3.916686617,2.062161793,2.340116131,2.963617096,3.694223258,3.025251618,4.601961248,2.161990683,2.610988554,5.549174697,5.889141697,152,34,34,2,6,2127,331,3,2300,1076,1077
386,3.733880917,3.808123515,3.8373946,3.006030624,2.503050275,2.853425543,4.512311835,0.574262293,1.538487116,1.847225996,2.401159433,-55,34,34,1,23,571,1575,2085,563,1097,1801
386.5,2.691755087,2.39667344,2.155381989,3.153111088,3.252224367,2.214899948,5.258774168,0.284115469,0.923146674,0.084476227,0.024537844,-152,34,34,2,24,1105,50,1050,236,1632,1035
387,2.781242504,3.879448077,3.509813855,3.571895476,2.311575159,2.247789876,1.506343341,2.982140472,2.347082342,1.93853495,0.969298175,79,34,34,3,8,2116,1149,1114,659,1406,1115
387.5,2.569894071,2.166899306,3.256377966,2.420390166,3.0069773,3.208210091,5.60584111,2.525846628,5.371224644,5.1086918,2.695946569,73,34,34,3,2,224,313,331,1302,1007,1295
388,3.796026769,3.38279689,3.147254272,3.961453727,3.692599394,2.499408139,3.896481942,5.944535123,4.684123307,1.551356217,3.540389254,-29,34,34,2,34,2086,121,1083,713,1017,1926
388.5,3.933477356,2.625095862,2.721174524,2.040265707,2.280861339,3.573957512,4.298420795,3.400403036,2.818380609,4.070028283,1.517372683,-99,34,34,0,7,2273,1248,1076,1330,1750,1300
389,2.74030874,3.504078402,2.768107027,3.945736692,3.016812078,2.019974851,3.85497596,3.110798257,3.588799454,0.427501698,2.091920172,-147,34,34,1,0,1397,364,1893,1983,1792,1520
389.5,3.371874188,2.558485411,2.397211519,2.685707307,2.72962065,3.821358391,3.83330896,5.21474739,4.441818841,0.438953879,4.539884814,-175,34,34,2,37,161,886,724,1584,1654,1747
390,2.412347834,3.956539576,2.861433782,2.78721624,3.83559647,2.802130689,1.099306974,2.916267559,0.485301189,5.199677714,4.999447512,136,34,34,3,23,365,1796,637,323,1792,1771
390.5,2.784548701,3.756380211,2.597182035,2.159966176,3.931439319,2.978172443,4.230798025,0.054943806,5.571366074,0.433399531,0.204581739,117,34,34,1,36,731,95,1063,962,1507,1416
391,3.979326616,3.906924004,3.802416245,2.304187728,2.187666921,3.621324901,2.562981063,4.684732901,5.206219222,2.438205909,2.196160629,54,34,34,0,45,2065,178,291,234,1966,1248
391.5,3.059361649,2.02825222,2.926243587,2.409434094,3.083876295,2.451396129,3.439355843,1.881477408,0.050510947,5.052482909,3.925778886,-52,34,34,0,8,783,765,1574,1152,1371,1092
392,3.409727366,2.844798064,3.832690695,2.93551803,2.779120065,3.759757068,5.038464507,0.811122623,1.241323297,3.363110868,1.674091196,1,34,34,3,27,2186,374,490,2399,1250,1720
392.5,3.52814021,3.406246992,2.48899843,3.504708867,2.232656092,3.584057574,2.451622766,3.939690793,2.04191736,3.453306265,0.233356724,-28,34,34,2,30,1159,2208,787,527,1054,1136
393,2.120406358,2.153523325,3.82480936,3.687843666,2.340832371,3.669624479,0.612587366,5.172773781,5.925054654,2.292055465,3.050849706,81,34,34,3,36,1645,809,293,1620,1810,1675
393.5,2.651424871,3.639857751,2.370324797,3.736328325,3.026851778,2.359253924,0.995844286,2.647286663,2.578808838,4.506174257,0.821102679,157,34,34,2,42,1718,1253,2260,961,1370,1312
394,2.399482318,2.750874504,3.406112906,3.191905253,3.823494541,2.791794907,0.245752351,3.38015295,4.874998931,1.454397542,3.003973695,-8,34,34,1,21,1522,2149,1356,1015,1541,1033
394.5,2.10423833,3.005188684,2.10669536,3.35097088,3.483061237,2.142223225,4.168405327,0.120225619,4.18343748,4.829429516,2.603916846,-112,34,34,3,43,696,878,1553,1926,1178,1169
395,2.594167402,3.083171156,3.769449266,3.323533164,2.844029647,2.618341626,2.141064899,2.866209158,5.154244745,0.812249173,1.707853473,71,34,34,1,30,747,1372,696,2132,1523,1499
395.5,3.969666326,2.003851938,3.369216037,2.354413075,2.164678069,3.379673306,5.181237151,3.144527515,0.657919686,4.162624477,1.445695657,-93,34,34,2,36,11,694,115,1405,1935,1457
396,2.199178615,3.162509437,3.458944179,2.284869444,3.631195163,3.959144057,3.579189027,1.825627054,2.960755325,0.067440216,2.383831885,139,34,34,1,39,189,1546,228,1502,1872,1024
396.5,2.185064817,3.899294298,3.652038838,2.994256747,2.107365328,2.998098549,5.156112004,3.366902875,5.275153631,2.731286777,2.046354735,3,34,34,0,12,259,2364,559,1609,1254,1838
397,3.784098116,2.981705563,3.269163863,2.795496732,3.25431596,2.708901807,1.333107675,4.081428546,3.580372318,0.451994951,1.713759664,100,34,34,2,10,1694,421,1150,2294,1566,1439
397.5,2.99125881,2.616372608,3.257172067,2.342192078,2.648762622,2.151165859,1.995669617,2.642599935,3.579625562,3.379213551,3.845885666,-64,34,34,0,40,1517,1115,531,1530,1641,1761
398,3.622204917,3.057937852,2.12898564,3.341063707,2.487951764,3.45705941,3.269293507,4.443605778,4.756179976,2.972102082,1.907743978,109,34,34,2,2,811,494,2014,1064,1699,1916
398.5,3.607311373,3.683750353,3.267253331,2.527831548,3.01918971,3.135627195,5.421389774,4.765518752,5.153537517,3.006556993,5.38188687,152,34,34,3,13,2339,248,1083,1821,1640,1755
399,2.783397644,3.723299814,2.290008886,3.373239316,3.073788427,2.943684258,2.451745466,0.925022082,3.962891503,4.238896341,5.918167212,110,34,34,3,44,566,1346,192,1509,1020,1150
399.5,2.725102539,2.75510972,2.233243663,2.360753974,2.975559853,2.368257127,0.840875196,0.374563469,1.025599417,0.119507785,2.605681256,-53,34,34,2,35,1184,700,1521,957,1656,1606
400,3.316319036,2.771656544,2.429701454,3.603965226,3.293177255,2.247418663,5.387430592,1.161014664,3.50483768,1.489956597,3.191382302,-178,34,34,0,9,1193,35,2388,52,1460,1265
400.5,3.793062024,3.544229536,3.449344814,2.331506222,3.595263153,2.659858485,1.588181791,0.952588882,3.317697677,5.73592225,1.292492342,-81,34,34,0,28,1014,1488,461,1630,1200,1545
401,3.053714506,2.438955013,3.187427576,2.980652851,2.184649138,3.979867111,1.069030009,4.978183177,2.065034741,5.562374366,1.063525902,108,34,34,1,26,1043,368,1350,33,1088,1209
401.5,3.397723599,3.51829809,3.927809058,3.49265273,3.970045395,2.076465935,4.443992617,3.149872065,3.338974085,5.113136648,5.836446026,0,34,34,1,0,312,766,1637,462,1201,1455
402,3.571798833,2.536969272,3.71368584,3.317524022,3.107479777,2.630107083,0.582548955,4.88515998,4.455372889,0.31783642,3.735084066,109,34,34,0,18,444,27,1367,2118,1468,1570
402.5,3.261318213,2.51868565,2.398855843,3.654647378,3.912454845,2.207142447,2.815928924,0.201982629,1.852907892,5.670211912,4.914413273,50,34,34,2,43,201,579,181,1289,1592,1047
403,3.413070001,2.114411142,2.180851622,2.627131997,2.013343595,2.501688516,1.683703875,4.719508695,2.408013197,0.756504323,4.895168203,32,34,34,0,19,921,1494,2023,129,1316,1704
403.5,2.98085332,2.097588702,3.096276051,2.307978285,2.326531676,2.410362586,2.088141457,4.764520041,3.088260304,5.065712523,1.792445628,71,34,34,3,8,601,202,1973,327,1618,1523
404,2.455451389,3.785383867,3.42031104,3.652229435,3.011497125,3.96101854,4.051652112,3.461208723,2.460970783,1.620724087,0.568161916,38,34,34,2,29,1634,207,918,2014,1756,1480
404.5,2.052902837,2.805142123,3.849048041,2.692419335,2.552422326,2.92228816,5.807713069,2.276310402,5.530745694,1.311113627,0.095382655,17,34,34,0,13,2074,1949,538,1784,1335,1274
405,2.375905755,2.654655561,2.052884304,3.442245074,2.345989536,3.957022337,1.230527206,2.198028612,3.025100443,1.004539832,4.43834544,-44,34,34,1,26,8,636,776,747,1360,1123
405.5,3.977840812,3.760285955,2.87195441,3.151878692,2.48630488,3.915725263,2.676913629,3.834293323,5.025551977,5.449136102,5.730970052,-49,34,34,1,21,897,1441,623,1598,1788,1236
406,2.252290492,2.796369032,2.432784391,3.555660523,3.814147689,3.724264322,2.782386141,3.492274387,5.958657102,4.379163911,2.542049661,158,34,34,2,28,2248,2132,817,344,1567,1327
406.5,3.979108621,2.586224637,2.564371597,3.74714771,3.787207164,3.613991173,5.123763893,3.733582277,5.062853671,4.351943807,4.392199035,-102,34,34,3,24,59,1092,1839,2090,1135,1181
407,2.386377365,3.888887544,3.398141454,3.755475091,2.858013637,3.434356514,2.418563327,4.240166025,1.794632069,5.975052778,0.962462378,12,34,34,0,36,1780,1406,1758,2238,1238,1800
407.5,2.517427472,3.391883784,2.100909964,2.832551426,3.004409259,3.614642963,5.365979586,5.118013555,0.178450135,5.612915686,0.659903812,-113,34,34,3,9,1242,621,485,994,1869,1455
408,2.388343565,3.729078768,2.744914606,3.252228631,3.025661719,2.433218857,0.422872211,3.475187354,3.251078453,3.860803761,5.381331146,34,34,34,3,28,731,1080,301,528,1604,1014
408.5,2.470098243,2.532027374,2.74598177,2.457255051,2.419255253,3.843789661,1.124389539,4.121735895,4.871319094,5.797508139,3.538213931,-150,34,34,0,39,1524,1634,806,2098,1829,1908
409,3.189533307,2.854822121,3.129514217,2.940631196,2.95423433,2.167034352,1.24689568,5.622112445,4.767814508,1.002042538,4.523547498,105,34,34,3,10,1549,384,2203,1985,1382,1024
409.5,3.982592725,2.159172029,2.094600585,3.013131959,3.601411975,2.940709524,1.43462633,4.460371158,4.114777104,1.574704891,5.75750844,79,34,34,1,13,922,708,2128,390,1247,1112
410,2.793812833,2.917305568,2.365724884,3.367922522,3.48070808,2.340612029,0.283602956,5.317809689,3.621034454,1.110147543,1.994555811,-106,34,34,1,0,1382,461,1382,653,1030,1811
410.5,3.303755052,3.32724827,2.087890829,3.40806763,3.799276244,2.532817044,5.659331786,0.023050995,3.179639222,3.832359406,5.230460559,-34,34,34,2,6,2322,790,1135,1270,1645,1531
411,2.830044122,3.645224371,3.013048142,2.421685723,3.894275511,3.342148763,1.671216491,5.157582888,1.315558299,5.485534328,5.733368274,1,34,34,3,43,1674,1707,1435,1592,1491,1580
411.5,2.993777205,3.60977131,2.691013812,3.912672093,2.539497983,2.387302106,3.777037066,1.945167192,0.358708376,5.361967226,3.823303926,179,34,34,2,38,2168,732,653,2223,1889,1476
412,3.165505479,3.351706961,2.162295384,2.770693745,2.813667899,2.879882662,5.375064329,1.037197798,2.744195689,4.113297605,4.103306586,33,34,34,3,31,976,287,1450,1188,1373,1641
412.5,2.418574145,2.574464873,3.103141099,3.411731381,2.270322625,2.844019016,1.830994254,3.504301947,3.671476961,1.715077753,2.895001054,23,34,34,0,2,732,2152,1323,478,1020,1921
413,2.680406769,3.338750785,3.891185608,3.529299951,2.043799335,2.742380187,5.333293712,4.152907322,2.539608902,4.625169446,3.323523974,-167,34,34,1,43,2193,798,321,1599,1263,1291
413.5,3.486137514,3.608152712,3.645516047,3.185895182,2.132928131,3.855525236,1.76282134,1.459543008,2.096386335,5.073886171,4.003472895,113,34,34,3,3,1079,626,2059,1781,1851,1706
414,3.322318657,3.282158008,3.177263253,3.860873439,3.688722525,2.706289963,3.36177802,3.653477792,2.964301933,4.951302331,2.171339342,42,34,34,0,34,903,885,680,1740,1034,1174
414.5,2.063508866,3.19409027,3.564939266,2.58962725,3.544698206,3.727874325,0.383607343,2.723242582,2.469540647,3.279561518,1.46714233,-81,34,34,1,20,911,481,1673,140,1224,1590
415,2.768717751,3.714797663,2.587573035,3.658301799,3.641594901,3.923612628,5.617834769,5.445203325,3.625646751,4.156302115,4.241392035,-101,34,34,1,2,142,2212,1746,2256,1084,1085
415.5,3.347859149,3.440433847,3.059302846,2.017243793,2.748526398,3.603081789,0.723945349,5.530009343,4.156433239,0.493647202,5.471614014,92,34,34,1,26,595,258,1686,1443,1098,1193
416,2.482343188,2.972955927,3.726238464,3.760511102,2.185401176,2.935888274,3.111344932,5.76587722,1.528587608,0.293587823,5.46256831,77,34,34,2,42,1737,1664,2082,1283,1489,1831
416.5,2.937740442,2.357291173,2.838612678,2.715200247,3.142514232,2.807840179,5.588224576,4.144764677,3.620381087,4.659876769,1.838944715,141,34,34,2,30,1276,1707,1278,2173,1804,1930
417,3.728901655,3.758722641,2.919254614,3.502796562,2.849164244,2.714649787,1.99897212,5.304477948,5.307215443,4.645334469,2.309278946,116,34,34,3,26,2325,905,1472,100,1718,1631
417.5,2.591915487,3.260367983,3.131477013,2.697774396,3.770737783,2.078280079,4.025843889,5.185801598,2.143113609,3.830592929,4.53011403,-6,34,34,0,7,1595,2136,325,1776,1246,1609
418,3.490078398,2.27980645,2.741035566,3.508470868,3.226154072,2.33147542,5.958715394,5.215973003,4.458358166,5.894693605,0.080695189,55,34,34,2,12,1344,875,2338,1149,1749,1992
418.5,2.237370038,2.418416469,3.981385081,3.681345665,2.634283573,2.654566593,2.944154791,1.223761763,3.067695539,5.477181223,1.411309842,127,34,34,3,32,265,1767,71,1189,1161,1114
419,2.775864655,3.442945169,2.549495928,3.303817369,2.723803178,2.492266908,5.85787972,4.178976046,0.416189491,2.07332716,1.007441288,116,34,34,2,19,314,1049,408,933,1067,1857
419.5,3.435218633,3.364960519,2.241294521,2.022833368,3.839268068,2.594703808,1.72103123,5.832305984,5.316540428,0.923305999,3.413102732,-73,34,34,1,22,1006,1292,2251,351,1548,1947
420,3.239043904,3.700389657,2.719433815,2.907005501,3.748007747,3.517184752,3.805621378,0.790436084,5.198100528,5.192967521,3.58595653,160,34,34,0,9,653,1531,1506,1130,1007,1422
420.5,3.115968596,2.193119794,3.860862381,2.655499508,3.858221141,2.358873905,2.457011694,5.809557275,4.707938037,2.431933077,4.631086663,33,34,34,2,38,677,1314,2334,1540,1711,1333
421,2.993695613,3.71046491,3.776914402,3.447072182,2.205834925,3.401650696,0.253880004,5.870469642,4.645070635,0.768043397,0.504547475,-147,34,34,3,34,998,1452,1173,1594,1535,1668
421.5,3.414080486,2.518939663,2.720289467,2.082744678,2.16842719,3.716852079,2.691748841,0.221248418,1.042374032,3.978612128,4.544685727,-135,34,34,2,12,1393,1683,2067,513,1020,1179
422,2.925138981,2.785282582,2.720240169,3.954741714,3.359852193,2.357074612,3.043949788,4.94715677,1.070750597,1.978907736,3.978346589,69,34,34,2,30,1894,554,630,1103,1473,1863
422.5,3.995560013,2.709865334,2.015625279,3.761330679,3.256364588,2.554304846,0.116141007,5.587077794,0.534631085,1.624483548,0.236807582,-145,34,34,2,40,928,1839,1978,1142,1778,1011
423,2.283468212,2.19589821,2.635012084,2.898299017,3.956708334,3.88896005,2.148863174,5.184083402,3.312070432,5.999347877,0.409198551,166,34,34,1,35,1,800,283,1494,1780,1976
423.5,2.332386721,3.133200539,3.675210238,3.949488808,3.204065503,2.997369641,3.759599481,5.23358698,3.323732182,2.451921419,4.59244833,113,34,34,3,9,1614,1120,2301,1134,1766,1085
424,2.012339415,3.398502483,3.92456147,3.743897448,2.216471781,2.07987511,1.126010603,0.253973583,2.054919594,0.554876773,0.010976522,-142,34,34,1,26,1283,1076,214,32,1488,1919
424.5,3.302037924,3.678187625,2.482485962,3.392865535,3.903328165,3.212242747,1.185463113,5.846544464,2.89874123,1.242106644,2.085024165,-110,34,34,0,15,219,2230,892,2067,1880,1464
425,2.038024353,3.113229247,3.58745674,2.694087906,2.167224793,2.002764833,2.024813657,2.724833313,2.331622257,5.419520475,0.708862668,96,34,34,2,30,1466,243,1765,584,1979,1648
425.5,2.121109897,2.006771861,3.188391001,2.194397212,2.705696508,3.020293501,3.159531498,5.478460857,1.71806637,3.530131758,0.42163196,57,34,34,3,18,2287,51,1651,93,1005,1209
426,2.294054703,2.942706293,2.067530437,2.245302719,3.310923594,2.463840576,2.212513892,4.960907055,3.050929088,4.881217732,3.1429288,-112,34,34,2,35,127,2151,928,940,1224,1336
426.5,2.169344983,3.794592722,3.24733803,3.595120609,3.778510747,3.949961227,5.796935181,4.448330972,5.074053679,4.559091472,1.282824475,-19,34,34,1,1,1365,1868,1775,674,1570,1373
427,3.686656052,3.659904551,2.739382897,3.952846713,2.947094894,2.088376897,1.804239427,3.108631696,5.132124296,5.813669159,3.22509408,63,34,34,0,42,225,1897,2384,2075,1158,1208
427.5,2.848641612,2.977683808,3.24085218,3.434530043,3.114952441,3.841252747,0.945507763,3.568913276,2.650561636,1.936751401,5.650544479,-144,34,34,3,4,42,67,485,1681,1604,1576
428,2.14325041,3.780750537,2.863539309,3.441428078,3.098096145,2.645433573,1.40114387,1.467855943,5.92073905,2.263611423,4.152727916,-6,34,34,1,4,1584,2124,2019,471,1584,1939
428.5,2.089599283,3.784918758,3.764525567,2.141540762,3.450660953,3.6985909,4.890764712,2.560145814,1.391035142,0.155270579,5.352471819,-104,34,34,1,11,238,541,1956,1783,1728,1443
429,2.406226397,2.150882003,3.539990543,3.990437199,2.825089251,3.773409441,5.956251465,1.894293933,3.590618298,5.479912202,0.598210072,-78,34,34,0,43,783,1470,7,805,1133,1338
429.5,2.920520313,2.353097275,2.389848559,2.682177955,3.900129187,2.779658386,0.536841409,4.851131851,5.523531323,4.465949149,2.345794607,139,34,34,2,22,362,1741,197,1706,1099,1694
430,3.88963733,3.694927502,2.674249762,2.202218614,3.563975823,2.225080905,1.140922305,2.547991968,0.53032844,4.336444922,3.863225886,-170,34,34,0,3,2239,1359,122,542,1534,1231
430.5,2.494846023,2.675585424,2.142580877,3.844167068,2.22508378,3.597927767,3.528185872,4.32619481,2.875174291,5.666909142,3.281708846,-71,34,34,3,3,384,2389,187,172,1294,1952
431,3.919208852,2.200845204,2.578922181,3.602359953,3.047221336,2.629282405,0.76843233,3.992630189,3.545964556,4.697075542,5.68255153,173,34,34,2,25,2180,710,586,1716,1298,1801
431.5,2.128393176,2.928783445,3.912243166,3.014804457,2.998185783,3.775212823,1.112342611,0.10375232,2.557173343,5.539994653,3.823465939,-138,34,34,1,21,1629,1292,646,2156,1546,1956
432,3.012420995,3.550422343,3.658773048,3.418602763,3.328903391,2.046030579,2.669662121,5.956302474,1.057323561,2.552495327,3.904442399,69,34,34,1,6,799,1370,612,469,1823,1996
432.5,3.8472143,2.965641368,3.331074112,2.773460893,3.601032621,2.594767816,0.918223425,1.60248285,2.891227324,0.863701458,4.112503616,-115,34,34,3,18,493,2343,2172,2010,1136,1473
